antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'Impossible Vegetable Omelette'}),frozenset({'Impossible Veg Kothu Parotta'}),0.019157088122605363,0.12388250319284802,0.001277139208173691,0.06666666666666668,0.5381443298969073,-0.0010960888223406386,0.9386973180076629,-0.46666666666666656
frozenset({'Impossible Veg Kothu Parotta'}),frozenset({'Kashmiri Naan'}),0.12388250319284802,0.001277139208173691,0.001277139208173691,0.010309278350515464,8.072164948453608,0.0011189240061394022,1.0091262239250745,0.9999999999999998
frozenset({'Kashmiri Naan'}),frozenset({'Impossible Veg Kothu Parotta'}),0.001277139208173691,0.12388250319284802,0.001277139208173691,1.0,8.072164948453608,0.0011189240061394022,inf,0.877237851662404
frozenset({'Impossible Veg Kothu Parotta'}),frozenset({'Pineapple Rava Kesari'}),0.12388250319284802,0.001277139208173691,0.001277139208173691,0.010309278350515464,8.072164948453608,0.0011189240061394022,1.0091262239250745,0.9999999999999998
frozenset({'Pineapple Rava Kesari'}),frozenset({'Impossible Veg Kothu Parotta'}),0.001277139208173691,0.12388250319284802,0.001277139208173691,1.0,8.072164948453608,0.0011189240061394022,inf,0.877237851662404
frozenset({'Impossible Veg Kothu Parotta'}),frozenset({'Rasam'}),0.12388250319284802,0.024265644955300127,0.001277139208173691,0.010309278350515464,0.42485078676071625,-0.0017289496304777933,0.9858982545764154,-0.6071019473081327
frozenset({'Rasam'}),frozenset({'Impossible Veg Kothu Parotta'}),0.024265644955300127,0.12388250319284802,0.001277139208173691,0.052631578947368425,0.42485078676071625,-0.0017289496304777933,0.9247906910742161,-0.581140350877193
frozenset({'Rasam Vadai'}),frozenset({'Impossible Veg Kothu Parotta'}),0.002554278416347382,0.12388250319284802,0.001277139208173691,0.5,4.036082474226804,0.0009607088041051137,1.752234993614304,0.7541613316261203
frozenset({'Impossible Veg Kothu Parotta'}),frozenset({'Rasam Vadai'}),0.12388250319284802,0.002554278416347382,0.001277139208173691,0.010309278350515464,4.036082474226804,0.0009607088041051137,1.0078357811834824,0.8586005830903789
frozenset({'Kara Boondi'}),frozenset({'Variety Rice - Tamarind Rice'}),0.001277139208173691,0.001277139208173691,0.001277139208173691,1.0,783.0,0.0012755081236166365,inf,1.0
frozenset({'Variety Rice - Tamarind Rice'}),frozenset({'Kara Boondi'}),0.001277139208173691,0.001277139208173691,0.001277139208173691,1.0,783.0,0.0012755081236166365,inf,1.0
frozenset({'Pineapple Rava Kesari'}),frozenset({'Kashmiri Naan'}),0.001277139208173691,0.001277139208173691,0.001277139208173691,1.0,783.0,0.0012755081236166365,inf,1.0
frozenset({'Kashmiri Naan'}),frozenset({'Pineapple Rava Kesari'}),0.001277139208173691,0.001277139208173691,0.001277139208173691,1.0,783.0,0.0012755081236166365,inf,1.0
frozenset({'Keerai Vadai'}),frozenset({'Omapodi'}),0.0038314176245210726,0.002554278416347382,0.001277139208173691,0.33333333333333337,130.5,0.0012673527008313639,1.4961685823754791,0.9961538461538463
frozenset({'Omapodi'}),frozenset({'Keerai Vadai'}),0.002554278416347382,0.0038314176245210726,0.001277139208173691,0.5,130.5,0.0012673527008313639,1.9923371647509578,0.9948783610755442
frozenset({'Sweet Of the Day'}),frozenset({'Keerai Vadai'}),0.001277139208173691,0.0038314176245210726,0.001277139208173691,1.0,261.0,0.0012722459545025273,inf,0.9974424552429666
frozenset({'Keerai Vadai'}),frozenset({'Sweet Of the Day'}),0.0038314176245210726,0.001277139208173691,0.001277139208173691,0.33333333333333337,261.0,0.0012722459545025273,1.4980842911877394,1.0
frozenset({'Paneer Tikka'}),frozenset({'Mushroom Pepper Fries'}),0.002554278416347382,0.001277139208173691,0.001277139208173691,0.5,391.5,0.001273877039059582,1.9974457215836525,1.0
frozenset({'Mushroom Pepper Fries'}),frozenset({'Paneer Tikka'}),0.001277139208173691,0.002554278416347382,0.001277139208173691,1.0,391.5,0.001273877039059582,inf,0.9987212276214834
frozenset({'Sweet Of the Day'}),frozenset({'Omapodi'}),0.001277139208173691,0.002554278416347382,0.001277139208173691,1.0,391.5,0.001273877039059582,inf,0.9987212276214834
frozenset({'Omapodi'}),frozenset({'Sweet Of the Day'}),0.002554278416347382,0.001277139208173691,0.001277139208173691,0.5,391.5,0.001273877039059582,1.9974457215836525,1.0
frozenset({'Rasam'}),frozenset({'Rasamalai'}),0.024265644955300127,0.001277139208173691,0.001277139208173691,0.052631578947368425,41.21052631578947,0.0012461486015896551,1.05420746416915,1.0
frozenset({'Rasamalai'}),frozenset({'Rasam'}),0.001277139208173691,0.024265644955300127,0.001277139208173691,1.0,41.21052631578947,0.0012461486015896551,inf,0.9769820971867008
"frozenset({'Cream Of Tomato Soup', 'Impossible Schezwan Fried Rice'})",frozenset({'Impossible Veg Kothu Parotta'}),0.001277139208173691,0.12388250319284802,0.001277139208173691,1.0,8.072164948453608,0.0011189240061394022,inf,0.877237851662404
"frozenset({'Cream Of Tomato Soup', 'Impossible Veg Kothu Parotta'})",frozenset({'Impossible Schezwan Fried Rice'}),0.002554278416347382,0.04980842911877394,0.001277139208173691,0.5,10.038461538461538,0.0011499146127234383,1.9003831417624522,0.9026888604353392
"frozenset({'Impossible Schezwan Fried Rice', 'Impossible Veg Kothu Parotta'})",frozenset({'Cream Of Tomato Soup'}),0.005108556832694764,0.006385696040868455,0.001277139208173691,0.25,39.15,0.0012445175170326006,1.3248190719455086,0.9794608472400513
frozenset({'Cream Of Tomato Soup'}),"frozenset({'Impossible Schezwan Fried Rice', 'Impossible Veg Kothu Parotta'})",0.006385696040868455,0.005108556832694764,0.001277139208173691,0.2,39.15,0.0012445175170326006,1.2436143039591314,0.9807197943444731
frozenset({'Impossible Schezwan Fried Rice'}),"frozenset({'Cream Of Tomato Soup', 'Impossible Veg Kothu Parotta'})",0.04980842911877394,0.002554278416347382,0.001277139208173691,0.025641025641025644,10.038461538461538,0.0011499146127234383,1.0236942932042752,0.9475806451612903
frozenset({'Impossible Veg Kothu Parotta'}),"frozenset({'Cream Of Tomato Soup', 'Impossible Schezwan Fried Rice'})",0.12388250319284802,0.001277139208173691,0.001277139208173691,0.010309278350515464,8.072164948453608,0.0011189240061394022,1.0091262239250745,0.9999999999999998
"frozenset({'Cream Of Tomato Soup', 'Impossible Schezwan Fried Rice'})",frozenset({'Impossible Vegetable Omelette'}),0.001277139208173691,0.019157088122605363,0.001277139208173691,1.0,52.2,0.001252672939817873,inf,0.9820971867007672
"frozenset({'Cream Of Tomato Soup', 'Impossible Vegetable Omelette'})",frozenset({'Impossible Schezwan Fried Rice'}),0.001277139208173691,0.04980842911877394,0.001277139208173691,1.0,20.076923076923077,0.0012135269104485646,inf,0.9514066496163682
"frozenset({'Impossible Schezwan Fried Rice', 'Impossible Vegetable Omelette'})",frozenset({'Cream Of Tomato Soup'}),0.001277139208173691,0.006385696040868455,0.001277139208173691,1.0,156.6,0.0012689837853884184,inf,0.9948849104859334
frozenset({'Cream Of Tomato Soup'}),"frozenset({'Impossible Schezwan Fried Rice', 'Impossible Vegetable Omelette'})",0.006385696040868455,0.001277139208173691,0.001277139208173691,0.2,156.6,0.0012689837853884184,1.2484035759897827,1.0
frozenset({'Impossible Schezwan Fried Rice'}),"frozenset({'Cream Of Tomato Soup', 'Impossible Vegetable Omelette'})",0.04980842911877394,0.001277139208173691,0.001277139208173691,0.025641025641025644,20.076923076923077,0.0012135269104485646,1.0250050413389795,0.9999999999999998
frozenset({'Impossible Vegetable Omelette'}),"frozenset({'Cream Of Tomato Soup', 'Impossible Schezwan Fried Rice'})",0.019157088122605363,0.001277139208173691,0.001277139208173691,0.06666666666666668,52.20000000000001,0.001252672939817873,1.0700602079912425,1.0
"frozenset({'Cream Of Tomato Soup', 'Impossible Veg Kothu Parotta'})",frozenset({'Impossible Vegetable Omelette'}),0.002554278416347382,0.019157088122605363,0.001277139208173691,0.5,26.1,0.0012282066714620554,1.9616858237547892,0.9641485275288092
"frozenset({'Cream Of Tomato Soup', 'Impossible Vegetable Omelette'})",frozenset({'Impossible Veg Kothu Parotta'}),0.001277139208173691,0.12388250319284802,0.001277139208173691,1.0,8.072164948453608,0.0011189240061394022,inf,0.877237851662404
"frozenset({'Impossible Veg Kothu Parotta', 'Impossible Vegetable Omelette'})",frozenset({'Cream Of Tomato Soup'}),0.001277139208173691,0.006385696040868455,0.001277139208173691,1.0,156.6,0.0012689837853884184,inf,0.9948849104859334
frozenset({'Cream Of Tomato Soup'}),"frozenset({'Impossible Veg Kothu Parotta', 'Impossible Vegetable Omelette'})",0.006385696040868455,0.001277139208173691,0.001277139208173691,0.2,156.6,0.0012689837853884184,1.2484035759897827,1.0
frozenset({'Impossible Veg Kothu Parotta'}),"frozenset({'Cream Of Tomato Soup', 'Impossible Vegetable Omelette'})",0.12388250319284802,0.001277139208173691,0.001277139208173691,0.010309278350515464,8.072164948453608,0.0011189240061394022,1.0091262239250745,0.9999999999999998
frozenset({'Impossible Vegetable Omelette'}),"frozenset({'Cream Of Tomato Soup', 'Impossible Veg Kothu Parotta'})",0.019157088122605363,0.002554278416347382,0.001277139208173691,0.06666666666666668,26.100000000000005,0.0012282066714620554,1.0686918445539135,0.9804687500000001
"frozenset({'Impossible Vegetable Laba', 'Cream Of Vegetable Soup'})",frozenset({'Impossible Veg Kothu Parotta'}),0.001277139208173691,0.12388250319284802,0.001277139208173691,1.0,8.072164948453608,0.0011189240061394022,inf,0.877237851662404
"frozenset({'Impossible Vegetable Laba', 'Impossible Veg Kothu Parotta'})",frozenset({'Cream Of Vegetable Soup'}),0.005108556832694764,0.011494252873563218,0.001277139208173691,0.25,21.75,0.0012184201641197282,1.318007662835249,0.9589216944801026
"frozenset({'Cream Of Vegetable Soup', 'Impossible Veg Kothu Parotta'})",frozenset({'Impossible Vegetable Laba'}),0.001277139208173691,0.21839080459770116,0.001277139208173691,1.0,4.578947368421052,0.0009982237489173677,inf,0.782608695652174
frozenset({'Impossible Vegetable Laba'}),"frozenset({'Cream Of Vegetable Soup', 'Impossible Veg Kothu Parotta'})",0.21839080459770116,0.001277139208173691,0.001277139208173691,0.005847953216374269,4.578947368421052,0.0009982237489173677,1.0045977011494251,1.0
frozenset({'Cream Of Vegetable Soup'}),"frozenset({'Impossible Vegetable Laba', 'Impossible Veg Kothu Parotta'})",0.011494252873563218,0.005108556832694764,0.001277139208173691,0.11111111111111112,21.75,0.0012184201641197282,1.1192528735632186,0.9651162790697674
frozenset({'Impossible Veg Kothu Parotta'}),"frozenset({'Impossible Vegetable Laba', 'Cream Of Vegetable Soup'})",0.12388250319284802,0.001277139208173691,0.001277139208173691,0.010309278350515464,8.072164948453608,0.0011189240061394022,1.0091262239250745,0.9999999999999998
"frozenset({'Kara Boondi', 'Variety Rice - Tamarind Rice'})",frozenset({'Garlic Naan'}),0.001277139208173691,0.0038314176245210726,0.001277139208173691,1.0,261.0,0.0012722459545025273,inf,0.9974424552429666
"frozenset({'Kara Boondi', 'Garlic Naan'})",frozenset({'Variety Rice - Tamarind Rice'}),0.001277139208173691,0.001277139208173691,0.001277139208173691,1.0,783.0,0.0012755081236166365,inf,1.0
"frozenset({'Garlic Naan', 'Variety Rice - Tamarind Rice'})",frozenset({'Kara Boondi'}),0.001277139208173691,0.001277139208173691,0.001277139208173691,1.0,783.0,0.0012755081236166365,inf,1.0
frozenset({'Kara Boondi'}),"frozenset({'Garlic Naan', 'Variety Rice - Tamarind Rice'})",0.001277139208173691,0.001277139208173691,0.001277139208173691,1.0,783.0,0.0012755081236166365,inf,1.0
frozenset({'Variety Rice - Tamarind Rice'}),"frozenset({'Kara Boondi', 'Garlic Naan'})",0.001277139208173691,0.001277139208173691,0.001277139208173691,1.0,783.0,0.0012755081236166365,inf,1.0
frozenset({'Garlic Naan'}),"frozenset({'Kara Boondi', 'Variety Rice - Tamarind Rice'})",0.0038314176245210726,0.001277139208173691,0.001277139208173691,0.33333333333333337,261.0,0.0012722459545025273,1.4980842911877394,1.0
"frozenset({'Impossible Schezwan Fried Rice', 'Impossible Veg Kothu Parotta'})",frozenset({'Impossible Vegetable Omelette'}),0.005108556832694764,0.019157088122605363,0.001277139208173691,0.25,13.05,0.0011792741347504197,1.3077905491698594,0.9281129653401796
"frozenset({'Impossible Schezwan Fried Rice', 'Impossible Vegetable Omelette'})",frozenset({'Impossible Veg Kothu Parotta'}),0.001277139208173691,0.12388250319284802,0.001277139208173691,1.0,8.072164948453608,0.0011189240061394022,inf,0.877237851662404
"frozenset({'Impossible Veg Kothu Parotta', 'Impossible Vegetable Omelette'})",frozenset({'Impossible Schezwan Fried Rice'}),0.001277139208173691,0.04980842911877394,0.001277139208173691,1.0,20.076923076923077,0.0012135269104485646,inf,0.9514066496163682
frozenset({'Impossible Schezwan Fried Rice'}),"frozenset({'Impossible Veg Kothu Parotta', 'Impossible Vegetable Omelette'})",0.04980842911877394,0.001277139208173691,0.001277139208173691,0.025641025641025644,20.076923076923077,0.0012135269104485646,1.0250050413389795,0.9999999999999998
frozenset({'Impossible Veg Kothu Parotta'}),"frozenset({'Impossible Schezwan Fried Rice', 'Impossible Vegetable Omelette'})",0.12388250319284802,0.001277139208173691,0.001277139208173691,0.010309278350515464,8.072164948453608,0.0011189240061394022,1.0091262239250745,0.9999999999999998
frozenset({'Impossible Vegetable Omelette'}),"frozenset({'Impossible Schezwan Fried Rice', 'Impossible Veg Kothu Parotta'})",0.019157088122605363,0.005108556832694764,0.001277139208173691,0.06666666666666668,13.050000000000002,0.0011792741347504197,1.0659551176792557,0.9414062500000001
"frozenset({'Impossible Veg Kothu Parotta', 'Pineapple Rava Kesari'})",frozenset({'Kashmiri Naan'}),0.001277139208173691,0.001277139208173691,0.001277139208173691,1.0,783.0,0.0012755081236166365,inf,1.0
"frozenset({'Impossible Veg Kothu Parotta', 'Kashmiri Naan'})",frozenset({'Pineapple Rava Kesari'}),0.001277139208173691,0.001277139208173691,0.001277139208173691,1.0,783.0,0.0012755081236166365,inf,1.0
"frozenset({'Pineapple Rava Kesari', 'Kashmiri Naan'})",frozenset({'Impossible Veg Kothu Parotta'}),0.001277139208173691,0.12388250319284802,0.001277139208173691,1.0,8.072164948453608,0.0011189240061394022,inf,0.877237851662404
frozenset({'Impossible Veg Kothu Parotta'}),"frozenset({'Pineapple Rava Kesari', 'Kashmiri Naan'})",0.12388250319284802,0.001277139208173691,0.001277139208173691,0.010309278350515464,8.072164948453608,0.0011189240061394022,1.0091262239250745,0.9999999999999998
frozenset({'Pineapple Rava Kesari'}),"frozenset({'Impossible Veg Kothu Parotta', 'Kashmiri Naan'})",0.001277139208173691,0.001277139208173691,0.001277139208173691,1.0,783.0,0.0012755081236166365,inf,1.0
frozenset({'Kashmiri Naan'}),"frozenset({'Impossible Veg Kothu Parotta', 'Pineapple Rava Kesari'})",0.001277139208173691,0.001277139208173691,0.001277139208173691,1.0,783.0,0.0012755081236166365,inf,1.0
"frozenset({'Sweet Of the Day', 'Omapodi'})",frozenset({'Keerai Vadai'}),0.001277139208173691,0.0038314176245210726,0.001277139208173691,1.0,261.0,0.0012722459545025273,inf,0.9974424552429666
"frozenset({'Sweet Of the Day', 'Keerai Vadai'})",frozenset({'Omapodi'}),0.001277139208173691,0.002554278416347382,0.001277139208173691,1.0,391.5,0.001273877039059582,inf,0.9987212276214834
"frozenset({'Keerai Vadai', 'Omapodi'})",frozenset({'Sweet Of the Day'}),0.001277139208173691,0.001277139208173691,0.001277139208173691,1.0,783.0,0.0012755081236166365,inf,1.0
frozenset({'Sweet Of the Day'}),"frozenset({'Keerai Vadai', 'Omapodi'})",0.001277139208173691,0.001277139208173691,0.001277139208173691,1.0,783.0,0.0012755081236166365,inf,1.0
frozenset({'Omapodi'}),"frozenset({'Sweet Of the Day', 'Keerai Vadai'})",0.002554278416347382,0.001277139208173691,0.001277139208173691,0.5,391.5,0.001273877039059582,1.9974457215836525,1.0
frozenset({'Keerai Vadai'}),"frozenset({'Sweet Of the Day', 'Omapodi'})",0.0038314176245210726,0.001277139208173691,0.001277139208173691,0.33333333333333337,261.0,0.0012722459545025273,1.4980842911877394,1.0
"frozenset({'Cream Of Tomato Soup', 'Impossible Schezwan Fried Rice', 'Impossible Veg Kothu Parotta'})",frozenset({'Impossible Vegetable Omelette'}),0.001277139208173691,0.019157088122605363,0.001277139208173691,1.0,52.2,0.001252672939817873,inf,0.9820971867007672
"frozenset({'Cream Of Tomato Soup', 'Impossible Schezwan Fried Rice', 'Impossible Vegetable Omelette'})",frozenset({'Impossible Veg Kothu Parotta'}),0.001277139208173691,0.12388250319284802,0.001277139208173691,1.0,8.072164948453608,0.0011189240061394022,inf,0.877237851662404
"frozenset({'Cream Of Tomato Soup', 'Impossible Veg Kothu Parotta', 'Impossible Vegetable Omelette'})",frozenset({'Impossible Schezwan Fried Rice'}),0.001277139208173691,0.04980842911877394,0.001277139208173691,1.0,20.076923076923077,0.0012135269104485646,inf,0.9514066496163682
"frozenset({'Impossible Schezwan Fried Rice', 'Impossible Veg Kothu Parotta', 'Impossible Vegetable Omelette'})",frozenset({'Cream Of Tomato Soup'}),0.001277139208173691,0.006385696040868455,0.001277139208173691,1.0,156.6,0.0012689837853884184,inf,0.9948849104859334
"frozenset({'Cream Of Tomato Soup', 'Impossible Schezwan Fried Rice'})","frozenset({'Impossible Veg Kothu Parotta', 'Impossible Vegetable Omelette'})",0.001277139208173691,0.001277139208173691,0.001277139208173691,1.0,783.0,0.0012755081236166365,inf,1.0
"frozenset({'Cream Of Tomato Soup', 'Impossible Veg Kothu Parotta'})","frozenset({'Impossible Schezwan Fried Rice', 'Impossible Vegetable Omelette'})",0.002554278416347382,0.001277139208173691,0.001277139208173691,0.5,391.5,0.001273877039059582,1.9974457215836525,1.0
"frozenset({'Cream Of Tomato Soup', 'Impossible Vegetable Omelette'})","frozenset({'Impossible Schezwan Fried Rice', 'Impossible Veg Kothu Parotta'})",0.001277139208173691,0.005108556832694764,0.001277139208173691,1.0,195.75,0.0012706148699454729,inf,0.99616368286445
"frozenset({'Impossible Schezwan Fried Rice', 'Impossible Veg Kothu Parotta'})","frozenset({'Cream Of Tomato Soup', 'Impossible Vegetable Omelette'})",0.005108556832694764,0.001277139208173691,0.001277139208173691,0.25,195.75,0.0012706148699454729,1.3316304810557684,0.9999999999999998
"frozenset({'Impossible Schezwan Fried Rice', 'Impossible Vegetable Omelette'})","frozenset({'Cream Of Tomato Soup', 'Impossible Veg Kothu Parotta'})",0.001277139208173691,0.002554278416347382,0.001277139208173691,1.0,391.5,0.001273877039059582,inf,0.9987212276214834
